method,role,heuristic,random_seed,maximum_iterations,total_iterations,accepted_iterations,sta_calls,elapsed_seconds,termination,timing_met,wns_ns,tns_ns,circuit_delay_ns,area,power_uW,cost
slack_weighted_capacitance,logical_effort_guided,slack_weighted_capacitance,,100,1,0,1,0.0008458529482595623,no_feasible_change,False,-0.0040000000000000036,-0.007250000000000034,0.20900000000000002,15.6,1.2989000000000002,1.4956937799043062
random_greedy,greedy_baseline,random_greedy,0,100,1,0,1,0.0004098190111108124,no_feasible_change,False,-0.0040000000000000036,-0.007250000000000034,0.20900000000000002,15.6,1.2989000000000002,1.4956937799043062
