node,cell,output_net,is_primary_output,cload_fF,delay_rise_ns,delay_fall_ns,at_rise_ns,at_fall_ns,rt_rise_ns,rt_fall_ns,slack_rise_ns,slack_fall_ns,node_slack_ns
G40,NOR2_X1,N3_8,False,4.667,0.10333799999999999,0.06500249999999999,0.319007,0.2913395,0.33767499999999995,0.35900699999999997,0.018667999999999962,0.06766749999999999,0.018667999999999962
G41,XOR2_X1,N3_9,False,6.666,0.13866,0.12132800000000002,0.378325,0.360993,0.35699999999999993,0.35699999999999993,-0.021325000000000094,-0.00399300000000008,-0.021325000000000094
G42,AND2_X1,N3_10,False,3.334,0.076672,0.06967100000000001,0.2623375,0.265671,0.346184,0.336008,0.08384649999999999,0.07033699999999998,0.07033699999999998
G43,OR2_X1,N3_11,False,4.666,0.09766100000000001,0.08032900000000001,0.292667,0.238828,0.4031565,0.38849399999999995,0.11048949999999996,0.14966599999999994,0.11048949999999996
G44,XNOR2_X1,N3_12,False,3.0,0.1075,0.0975,0.3273335,0.31733350000000005,0.31433050000000007,0.3218305000000001,-0.013002999999999931,0.004497000000000029,-0.013002999999999931
G45,NAND3_X1,N3_13,False,4.0,0.089,0.094,0.303003,0.282669,0.33783950000000007,0.34717200000000004,0.03483650000000005,0.06450300000000003,0.03483650000000005
G46,NOR3_X1,N3_14,False,3.0,0.10900000000000001,0.064,0.2704945,0.2571585,0.25266999999999995,0.25266999999999995,-0.017824500000000076,-0.004488500000000062,-0.017824500000000076
G47,AND3_X1,N3_15,False,2.333,0.0858305,0.079331,0.3121675,0.295,0.3,0.31,-0.012167499999999998,0.015000000000000013,-0.012167499999999998
G48,OR3_X1,N3_16,False,3.0,0.10500000000000001,0.08800000000000001,0.323665,0.32766500000000004,0.33767499999999995,0.35900699999999997,0.014009999999999967,0.031341999999999925,0.014009999999999967
G49,OR3_X1,N4_1,False,3.6660000000000004,0.11099400000000001,0.09266200000000001,0.48931900000000006,0.45365500000000003,0.5001705000000001,0.46498799999999996,0.010851500000000014,0.011332999999999926,0.010851500000000014
G50,INV_X1,N4_2,False,3.334,0.045006000000000004,0.033671000000000006,0.301348,0.279677,0.4820034999999999,0.4644925,0.1806554999999999,0.18481549999999997,0.1806554999999999
G51,BUF_X1,N4_3,False,6.0,0.07200000000000001,0.059,0.386164,0.3538305,0.4058305000000001,0.4058305000000001,0.019666500000000087,0.0520000000000001,0.019666500000000087
G52,NAND2_X1,N4_4,False,1.333,0.0439965,0.039997000000000005,0.36133000000000004,0.3673305,0.44632900000000003,0.464163,0.08499899999999999,0.09683249999999999,0.08499899999999999
G53,NOR2_X1,N4_5,False,1.667,0.061338000000000004,0.0425025,0.344007,0.3455055,0.45199999999999996,0.4469999999999999,0.10799299999999995,0.10149449999999988,0.10149449999999988
G54,XOR2_X1,N4_6,False,3.333,0.10533000000000001,0.09466400000000001,0.3758245,0.36515850000000005,0.358,0.358,-0.01782450000000002,-0.007158500000000068,-0.01782450000000002
G55,AND2_X1,N4_7,False,5.001,0.090008,0.08050650000000001,0.4021755,0.37550649999999997,0.4641555,0.41231500000000004,0.06197999999999998,0.03680850000000008,0.03680850000000008
G56,OR2_X1,N4_8,False,6.666,0.11466100000000001,0.09332900000000001,0.438326,0.42099400000000003,0.45233599999999996,0.45233599999999996,0.014009999999999967,0.031341999999999925,0.014009999999999967
G57,XNOR2_X1,N4_9,False,4.667,0.1250035,0.1116695,0.5033285000000001,0.4899945,0.4820034999999999,0.4758314999999999,-0.02132500000000015,-0.014163000000000092,-0.02132500000000015
G58,NAND3_X1,N4_10,False,5.9990000000000006,0.110989,0.11998700000000001,0.37666,0.3823245,0.446997,0.466171,0.07033699999999998,0.08384649999999999,0.07033699999999998
G59,NOR3_X1,N4_11,False,2.667,0.103006,0.061336,0.3978365,0.3755,0.49149999999999994,0.4644925,0.09366349999999996,0.08899249999999997,0.08899249999999997
G60,AND3_X1,N4_12,False,3.0,0.0915,0.084,0.41883349999999997,0.40133350000000007,0.4058305000000001,0.4058305000000001,-0.013002999999999876,0.004497000000000029,-0.013002999999999876
G61,OR3_X1,N4_13,False,2.666,0.101994,0.085662,0.40499700000000005,0.368331,0.43983350000000004,0.43283400000000005,0.03483649999999999,0.06450300000000003,0.03483649999999999
G62,INV_X1,N4_14,False,3.334,0.045006000000000004,0.033671000000000006,0.3021645,0.30416550000000003,0.45199999999999996,0.41231500000000004,0.14983549999999995,0.10814950000000001,0.10814950000000001
G63,BUF_X1,N4_15,False,4.0,0.057999999999999996,0.048,0.3701675,0.34299999999999997,0.358,0.358,-0.012167499999999998,0.015000000000000013,-0.012167499999999998
G64,NAND2_X1,N4_16,False,3.0,0.0615,0.05500000000000001,0.38916500000000004,0.378665,0.4736729999999999,0.44967099999999993,0.08450799999999986,0.07100599999999996,0.07100599999999996
G65,NAND2_X1,N5_1,False,3.6660000000000004,0.068493,0.06099400000000001,0.5221480000000001,0.550313,0.534664,0.5611645000000001,0.012515999999999972,0.010851500000000014,0.010851500000000014
G66,NOR2_X1,N5_2,False,1.667,0.061338000000000004,0.0425025,0.436838,0.440339,0.5258305,0.5591645000000001,0.08899249999999997,0.11882550000000008,0.08899249999999997
G67,XOR2_X1,N5_3,False,2.0,0.092,0.084,0.5108334999999999,0.5028334999999999,0.49783050000000006,0.49783050000000006,-0.013002999999999876,-0.005002999999999869,-0.013002999999999876
G68,AND2_X1,N5_4,False,3.0,0.07400000000000001,0.0675,0.47899700000000006,0.435831,0.520329,0.531663,0.04133199999999998,0.09583199999999997,0.04133199999999998
G69,OR2_X1,N5_5,False,4.0,0.092,0.07600000000000001,0.43600700000000003,0.42150550000000003,0.5439999999999999,0.5229999999999999,0.1079929999999999,0.10149449999999988,0.10149449999999988
G70,XNOR2_X1,N5_6,False,6.0,0.139,0.123,0.5148245,0.4988245,0.497,0.497,-0.01782450000000002,-0.0018245000000000067,-0.01782450000000002
G71,NAND3_X1,N5_7,False,3.6660000000000004,0.085326,0.08965800000000002,0.463991,0.49183350000000003,0.534997,0.5633309999999999,0.07100599999999996,0.07149749999999988,0.07100599999999996
G72,NOR3_X1,N5_8,False,4.334,0.133012,0.07467199999999999,0.586667,0.563991,0.598,0.5803355,0.011332999999999926,0.016344499999999984,0.011332999999999926
G73,AND3_X1,N5_9,False,3.0,0.0915,0.084,0.5948285000000001,0.5739945,0.5735034999999999,0.5598314999999999,-0.02132500000000015,-0.014163000000000037,-0.02132500000000015
G74,OR3_X1,N5_10,False,3.0,0.10500000000000001,0.08800000000000001,0.49116400000000004,0.47032450000000003,0.551997,0.5734965,0.060832999999999915,0.10317199999999993,0.060832999999999915
G75,INV_X1,N5_11,False,3.0,0.042,0.0315,0.4175,0.4293365,0.534664,0.5229999999999999,0.11716400000000005,0.0936634999999999,0.0936634999999999
G76,BUF_X1,N5_12,False,3.667,0.055668999999999996,0.0461685,0.47450249999999994,0.44750200000000007,0.497,0.497,0.02249750000000006,0.04949799999999993,0.02249750000000006
G77,NAND2_X1,N5_13,False,3.333,0.06499650000000001,0.05799700000000001,0.43332750000000003,0.46299400000000007,0.49783050000000006,0.49783050000000006,0.06450300000000003,0.03483649999999999,0.03483649999999999
G78,NOR2_X1,N5_14,False,5.001,0.108014,0.0675075,0.48352049999999996,0.469683,0.520329,0.531663,0.03680850000000008,0.06197999999999998,0.03680850000000008
G79,XOR2_X1,N5_15,False,4.333,0.11532999999999999,0.102664,0.5536559999999999,0.54099,0.5735034999999999,0.5549999999999999,0.019847500000000018,0.014009999999999967,0.014009999999999967
G80,AND2_X1,N5_16,False,3.334,0.076672,0.06967100000000001,0.5800005,0.5596655,0.563,0.569,-0.017000500000000085,0.009334499999999912,-0.017000500000000085
G81,AND2_X1,N6_1,False,1.667,0.063336,0.0588355,0.5854840000000001,0.6091485000000001,0.598,0.6200000000000001,0.01251599999999986,0.010851500000000014,0.010851500000000014
G82,OR2_X1,N6_2,False,1.667,0.0721695,0.0608355,0.5466719999999999,0.5083375000000001,0.598,0.6200000000000001,0.05132800000000004,0.1116625,0.05132800000000004
G83,XNOR2_X1,N6_3,False,1.667,0.0935035,0.0861695,0.6043369999999999,0.597003,0.595,0.5840000000000001,-0.009336999999999929,-0.013002999999999876,-0.013002999999999876
G84,NAND3_X1,N6_4,False,1.667,0.063337,0.063671,0.53302,0.5471914999999999,0.595,0.5840000000000001,0.061979999999999924,0.03680850000000013,0.03680850000000013
G85,NOR3_X1,N6_5,False,2.0,0.091,0.056,0.6319899999999999,0.609656,0.6459999999999999,0.6459999999999999,0.014009999999999967,0.03634399999999993,0.014009999999999967
G86,AND3_X1,N6_6,False,2.0,0.083,0.077,0.6630005,0.6366655,0.6459999999999999,0.6459999999999999,-0.017000500000000085,0.009334499999999912,-0.017000500000000085
G87,OR3_X1,N6_7,False,1.667,0.093003,0.078669,0.615151,0.628982,0.6279999999999999,0.6419999999999999,0.012848999999999888,0.013017999999999863,0.012848999999999888
G88,INV_X1,N6_8,False,1.667,0.030003000000000002,0.0228355,0.593994,0.6095025000000001,0.6279999999999999,0.6419999999999999,0.03400599999999987,0.032497499999999846,0.032497499999999846
G89,BUF_X1,N6_9,False,1.667,0.041669,0.0351685,0.6364975,0.609163,0.621,0.595,-0.015497500000000053,-0.014163000000000037,-0.015497500000000053
G90,NAND2_X1,N6_10,False,1.667,0.047503500000000004,0.043003,0.5178280000000001,0.5341670000000001,0.621,0.595,0.10317199999999993,0.060832999999999915,0.060832999999999915
G91,NOR2_X1,N6_11,False,2.0,0.066,0.045,0.4953365,0.481007,0.589,0.589,0.09366349999999996,0.10799299999999995,0.09366349999999996
G92,XOR2_X1,N6_12,False,2.0,0.092,0.084,0.6068245,0.5988245,0.589,0.589,-0.01782450000000002,-0.009824500000000014,-0.01782450000000002
G93,AND2_X1,N6_13,False,1.333,0.060664,0.0566645,0.524655,0.548498,0.672,0.639,0.14734500000000006,0.09050199999999997,0.09050199999999997
G94,OR2_X1,N6_14,False,1.333,0.0693305,0.0586645,0.6559975,0.6226555,0.672,0.639,0.01600250000000003,0.016344499999999984,0.01600250000000003
G95,XNOR2_X1,N6_15,False,2.333,0.1004965,0.0918305,0.6953250000000001,0.6866590000000001,0.6739999999999999,0.667,-0.02132500000000015,-0.019659000000000093,-0.02132500000000015
G96,NAND3_X1,N6_16,False,2.333,0.070663,0.072329,0.6303285000000001,0.6523295,0.6739999999999999,0.667,0.04367149999999986,0.01467050000000003,0.01467050000000003
G97,NAND3_X1,O1,True,10.0,0.15499999999999997,0.17200000000000001,0.7641485000000001,0.7586670000000001,0.775,0.77,0.010851499999999903,0.011332999999999926,0.010851499999999903
G98,NOR2_X1,O2,True,12.0,0.20600000000000002,0.12,0.8030029999999999,0.7243369999999999,0.79,0.715,-0.013002999999999876,-0.009336999999999929,-0.013002999999999876
G99,XOR2_X1,O3,True,14.0,0.21200000000000002,0.18,0.8750005000000001,0.8430005,0.858,0.828,-0.017000500000000085,-0.015000500000000083,-0.017000500000000085
G100,AND3_X1,O4,True,16.0,0.202,0.175,0.817151,0.803982,0.83,0.817,0.012849,0.013017999999999974,0.012849
G101,OR2_X1,O5,True,18.0,0.21100000000000002,0.167,0.8474975,0.776163,0.832,0.762,-0.015497500000000053,-0.014163000000000037,-0.015497500000000053
G102,XNOR2_X1,O6,True,20.0,0.28600000000000003,0.242,0.8928245,0.8488245,0.875,0.832,-0.01782450000000002,-0.01682450000000002,-0.01782450000000002
G103,NAND2_X1,O7,True,22.0,0.261,0.226,0.8836555,0.8819975,0.9,0.898,0.016344499999999984,0.01600250000000003,0.01600250000000003
G104,OR3_X1,O8,True,24.0,0.29400000000000004,0.23500000000000001,0.9893250000000001,0.9216590000000001,0.968,0.902,-0.02132500000000015,-0.019659000000000093,-0.02132500000000015
