method,role,heuristic,random_seed,maximum_iterations,total_iterations,accepted_iterations,sta_calls,elapsed_seconds,termination,timing_met,wns_ns,tns_ns,circuit_delay_ns,area,power_uW,cost
slack_weighted_capacitance,logical_effort_guided,slack_weighted_capacitance,,100,2,1,2,0.0033036789973266423,no_feasible_change,True,0.012012000000000023,0,0.262988,16.1,1.05332,1.3685075440968433
random_greedy,greedy_baseline,random_greedy,0,100,3,1,2,0.001966473995707929,no_feasible_change,True,0.012012000000000023,0,0.262988,16.1,1.05332,1.3685075440968433
