iteration,phase,accepted,changed_gate,previous_cell,new_cell,rejection_reason,before_cost,after_cost,cost_improvement,before_wns_ns,after_wns_ns,wns_delta_ns,before_tns_ns,after_tns_ns,tns_delta_ns,before_delay_ns,after_delay_ns,delay_delta_ns,before_area,after_area,area_delta,before_power_uW,after_power_uW,power_delta_uW,termination,elapsed_seconds
10,rejected,False,G66,XNOR2_X1,XNOR2_X2,candidate violates area or power constraints,1.5505897901156906,1.5505897901156906,0.0,-0.02934100000000006,-0.02934100000000006,0.0,-0.17168775000000047,-0.17168775000000047,0.0,1.010341,1.010341,0.0,218.70000000000007,218.70000000000007,0.0,15.272177000000001,15.272177000000001,0.0,,
11,rejected,False,G73,NOR2_X1,NOR2_X2,candidate violates area or power constraints,1.5505897901156906,1.5505897901156906,0.0,-0.02934100000000006,-0.02934100000000006,0.0,-0.17168775000000047,-0.17168775000000047,0.0,1.010341,1.010341,0.0,218.70000000000007,218.70000000000007,0.0,15.272177000000001,15.272177000000001,0.0,,
12,rejected,False,G54,XNOR2_X1,XNOR2_X2,candidate violates area or power constraints,1.5505897901156906,1.5505897901156906,0.0,-0.02934100000000006,-0.02934100000000006,0.0,-0.17168775000000047,-0.17168775000000047,0.0,1.010341,1.010341,0.0,218.70000000000007,218.70000000000007,0.0,15.272177000000001,15.272177000000001,0.0,,
13,rejected,False,G34,OR3_X1,OR3_X2,candidate violates area or power constraints,1.5505897901156906,1.5505897901156906,0.0,-0.02934100000000006,-0.02934100000000006,0.0,-0.17168775000000047,-0.17168775000000047,0.0,1.010341,1.010341,0.0,218.70000000000007,218.70000000000007,0.0,15.272177000000001,15.272177000000001,0.0,,
14,rejected,False,G42,XNOR2_X1,XNOR2_X2,candidate violates area or power constraints,1.5505897901156906,1.5505897901156906,0.0,-0.02934100000000006,-0.02934100000000006,0.0,-0.17168775000000047,-0.17168775000000047,0.0,1.010341,1.010341,0.0,218.70000000000007,218.70000000000007,0.0,15.272177000000001,15.272177000000001,0.0,,
15,rejected,False,G74,BUF_X1,BUF_X2,candidate violates area or power constraints,1.5505897901156906,1.5505897901156906,0.0,-0.02934100000000006,-0.02934100000000006,0.0,-0.17168775000000047,-0.17168775000000047,0.0,1.010341,1.010341,0.0,218.70000000000007,218.70000000000007,0.0,15.272177000000001,15.272177000000001,0.0,,
16,rejected,False,G60,BUF_X1,BUF_X2,no candidate improves WNS or tied-WNS TNS,1.5505897901156906,1.5505897901156906,0.0,-0.02934100000000006,-0.02934100000000006,0.0,-0.17168775000000047,-0.17168775000000047,0.0,1.010341,1.010341,0.0,218.70000000000007,218.70000000000007,0.0,15.272177000000001,15.272177000000001,0.0,,
17,rejected,False,G30,XNOR2_X1,XNOR2_X2,candidate violates area or power constraints,1.5505897901156906,1.5505897901156906,0.0,-0.02934100000000006,-0.02934100000000006,0.0,-0.17168775000000047,-0.17168775000000047,0.0,1.010341,1.010341,0.0,218.70000000000007,218.70000000000007,0.0,15.272177000000001,15.272177000000001,0.0,,
18,rejected,False,G45,AND3_X1,AND3_X2,candidate violates area or power constraints,1.5505897901156906,1.5505897901156906,0.0,-0.02934100000000006,-0.02934100000000006,0.0,-0.17168775000000047,-0.17168775000000047,0.0,1.010341,1.010341,0.0,218.70000000000007,218.70000000000007,0.0,15.272177000000001,15.272177000000001,0.0,,
19,rejected,False,G69,AND2_X1,AND2_X2,candidate violates area or power constraints,1.5505897901156906,1.5505897901156906,0.0,-0.02934100000000006,-0.02934100000000006,0.0,-0.17168775000000047,-0.17168775000000047,0.0,1.010341,1.010341,0.0,218.70000000000007,218.70000000000007,0.0,15.272177000000001,15.272177000000001,0.0,,
20,rejected,False,G72,NAND2_X1,NAND2_X2,candidate violates area or power constraints,1.5505897901156906,1.5505897901156906,0.0,-0.02934100000000006,-0.02934100000000006,0.0,-0.17168775000000047,-0.17168775000000047,0.0,1.010341,1.010341,0.0,218.70000000000007,218.70000000000007,0.0,15.272177000000001,15.272177000000001,0.0,,
21,rejected,False,G68,NOR3_X1,NOR3_X2,candidate violates area or power constraints,1.5505897901156906,1.5505897901156906,0.0,-0.02934100000000006,-0.02934100000000006,0.0,-0.17168775000000047,-0.17168775000000047,0.0,1.010341,1.010341,0.0,218.70000000000007,218.70000000000007,0.0,15.272177000000001,15.272177000000001,0.0,,
22,rejected,False,G67,NAND3_X1,NAND3_X2,candidate violates area or power constraints,1.5505897901156906,1.5505897901156906,0.0,-0.02934100000000006,-0.02934100000000006,0.0,-0.17168775000000047,-0.17168775000000047,0.0,1.010341,1.010341,0.0,218.70000000000007,218.70000000000007,0.0,15.272177000000001,15.272177000000001,0.0,,
23,rejected,False,G18,XNOR2_X1,XNOR2_X2,candidate violates area or power constraints,1.5505897901156906,1.5505897901156906,0.0,-0.02934100000000006,-0.02934100000000006,0.0,-0.17168775000000047,-0.17168775000000047,0.0,1.010341,1.010341,0.0,218.70000000000007,218.70000000000007,0.0,15.272177000000001,15.272177000000001,0.0,,
24,rejected,False,G64,AND2_X1,AND2_X2,candidate violates area or power constraints,1.5505897901156906,1.5505897901156906,0.0,-0.02934100000000006,-0.02934100000000006,0.0,-0.17168775000000047,-0.17168775000000047,0.0,1.010341,1.010341,0.0,218.70000000000007,218.70000000000007,0.0,15.272177000000001,15.272177000000001,0.0,,
25,rejected,False,,,,all one-step critical-path upsizes were exhausted,1.5505897901156906,1.5505897901156906,0.0,-0.02934100000000006,-0.02934100000000006,0.0,-0.17168775000000047,-0.17168775000000047,0.0,1.010341,1.010341,0.0,218.70000000000007,218.70000000000007,0.0,15.272177000000001,15.272177000000001,0.0,no_feasible_change,0.03145336400484666
