method,role,heuristic,random_seed,maximum_iterations,total_iterations,accepted_iterations,sta_calls,elapsed_seconds,termination,timing_met,wns_ns,tns_ns,circuit_delay_ns,area,power_uW,cost
slack_weighted_capacitance,logical_effort_guided,slack_weighted_capacitance,,100,2,1,3,0.0030553340329788625,no_feasible_change,True,0.011156999999999972,0,0.25584300000000004,15.8,1.0476800000000002,1.4238797170613673
random_greedy,greedy_baseline,random_greedy,0,100,4,1,2,0.001764170010574162,no_feasible_change,True,0.011156999999999972,0,0.25584300000000004,15.8,1.0476800000000002,1.4238797170613673
