iteration,phase,accepted,changed_gate,previous_cell,new_cell,rejection_reason,before_cost,after_cost,cost_improvement,before_wns_ns,after_wns_ns,wns_delta_ns,before_tns_ns,after_tns_ns,tns_delta_ns,before_delay_ns,after_delay_ns,delay_delta_ns,before_area,after_area,area_delta,before_power_uW,after_power_uW,power_delta_uW,termination,elapsed_seconds
0,initial,,,,,,1.4341931273232877,1.4341931273232877,0.0,-0.0021689999999999765,-0.0021689999999999765,0.0,-0.0021689999999999765,-0.0021689999999999765,0.0,0.317169,0.317169,0.0,21.200000000000003,21.200000000000003,0.0,1.421363,1.421363,0.0,,
1,timing_repair,True,G7,OR2_X1,OR2_X2,,1.4341931273232877,1.4119703275620759,0.022222799761211887,-0.0021689999999999765,0.012907000000000002,0.015075999999999978,-0.0021689999999999765,0,0.0021689999999999765,0.317169,0.302093,-0.015075999999999978,21.200000000000003,24.200000000000003,3.0,1.421363,1.643106,0.22174300000000002,,
2,rejected,False,G7,OR2_X2,OR2_X4,candidate violates area or power constraints,1.4119703275620759,1.4119703275620759,0.0,0.012907000000000002,0.012907000000000002,0.0,0,0,0,0.302093,0.302093,0.0,24.200000000000003,24.200000000000003,0.0,1.643106,1.643106,0.0,,
3,rejected,False,,,,all one-step critical-path upsizes were exhausted,1.4119703275620759,1.4119703275620759,0.0,0.012907000000000002,0.012907000000000002,0.0,0,0,0,0.302093,0.302093,0.0,24.200000000000003,24.200000000000003,0.0,1.643106,1.643106,0.0,no_feasible_change,0.0023456320050172508
