sample,circuit_state,global_z,resamples,circuit_delay_ns,wns_ns,tns_ns,violation,critical_path_id,critical_path
1649,post_optimization,-1.2842267550542412,0,0.2843881852908761,0.030611814709123886,0,False,A:rise|G1[0]|G2[0]|G3[0]|G7[0]|OUT:rise,A -> G1 -> G2 -> G3 -> G7
1650,pre_optimization,-0.259562156039941,0,0.3248992416218054,-0.009899241621805388,-0.009899241621805388,True,D:rise|G4[0]|G5[0]|G6[0]|G7[1]|OUT:rise,D -> G4 -> G5 -> G6 -> G7
1650,post_optimization,-0.259562156039941,0,0.3072713940146028,0.007728605985397208,0,False,D:rise|G4[0]|G5[0]|G6[0]|G7[1]|OUT:rise,D -> G4 -> G5 -> G6 -> G7
1651,pre_optimization,-1.400583711259327,0,0.29734730693577677,0.017652693064223235,0,False,D:rise|G4[0]|G5[0]|G6[0]|G7[1]|OUT:rise,D -> G4 -> G5 -> G6 -> G7
1651,post_optimization,-1.400583711259327,0,0.28079653086800516,0.034203469131994846,0,False,D:rise|G4[0]|G5[0]|G6[0]|G7[1]|OUT:rise,D -> G4 -> G5 -> G6 -> G7
1652,pre_optimization,-1.1491396933277092,0,0.3222267305493966,-0.007226730549396598,-0.007226730549396598,True,D:rise|G4[0]|G5[0]|G6[0]|G7[1]|OUT:rise,D -> G4 -> G5 -> G6 -> G7
1652,post_optimization,-1.1491396933277092,0,0.3043977953517841,0.01060220464821593,0,False,D:rise|G4[0]|G5[0]|G6[0]|G7[1]|OUT:rise,D -> G4 -> G5 -> G6 -> G7
1653,pre_optimization,0.7461657992645873,0,0.3309227075668735,-0.015922707566873473,-0.015922707566873473,True,A:rise|G1[0]|G2[0]|G3[0]|G7[0]|OUT:rise,A -> G1 -> G2 -> G3 -> G7
1653,post_optimization,0.7461657992645873,0,0.3192303362157016,-0.0042303362157016244,-0.0042303362157016244,True,A:rise|G1[0]|G2[0]|G3[0]|G7[0]|OUT:rise,A -> G1 -> G2 -> G3 -> G7
1654,pre_optimization,0.3755308221625856,0,0.31862149075217433,-0.003621490752174328,-0.003621490752174328,True,D:rise|G4[0]|G5[0]|G6[0]|G7[1]|OUT:rise,D -> G4 -> G5 -> G6 -> G7
1654,post_optimization,0.3755308221625856,0,0.300862355564288,0.014137644435712027,0,False,D:rise|G4[0]|G5[0]|G6[0]|G7[1]|OUT:rise,D -> G4 -> G5 -> G6 -> G7
1655,pre_optimization,0.013097776381476144,0,0.3131356296788405,0.001864370321159492,0,False,D:rise|G4[0]|G5[0]|G6[0]|G7[1]|OUT:rise,D -> G4 -> G5 -> G6 -> G7
1655,post_optimization,0.013097776381476144,0,0.2992343323200789,0.015765667679921103,0,False,A:rise|G1[0]|G2[0]|G3[0]|G7[0]|OUT:rise,A -> G1 -> G2 -> G3 -> G7
1656,pre_optimization,0.8841005969552226,0,0.32800416171509694,-0.01300416171509694,-0.01300416171509694,True,A:rise|G1[0]|G2[0]|G3[0]|G7[0]|OUT:rise,A -> G1 -> G2 -> G3 -> G7
