circuit_state,samples,delay_mean_ns,delay_standard_deviation_ns,delay_minimum_ns,delay_maximum_ns,wns_mean_ns,wns_standard_deviation_ns,wns_minimum_ns,wns_maximum_ns,tns_mean_ns,tns_standard_deviation_ns,tns_minimum_ns,tns_maximum_ns,violation_probability,timing_yield,elapsed_seconds
pre_optimization,3000,0.3193530713961503,0.012374533483126083,0.27352824262203845,0.3630574172237958,-0.004353071396150343,0.012374533483126083,-0.048057417223795806,0.04147175737796155,-0.0074116579967327244,0.008874138130366851,-0.05668004234191448,0,0.631,0.369,0.49317198898643255
post_optimization,3000,0.3040788626593863,0.01163730378238457,0.2616013352328467,0.345804238471794,0.010921137340613715,0.01163730378238457,-0.030804238471793977,0.053398664767153325,-0.001130277831969914,0.0033088267691600316,-0.032243918720407494,0,0.17366666666666666,0.8263333333333334,0.4590465609799139
