iteration,phase,accepted,changed_gate,previous_cell,new_cell,rejection_reason,before_cost,after_cost,cost_improvement,before_wns_ns,after_wns_ns,wns_delta_ns,before_tns_ns,after_tns_ns,tns_delta_ns,before_delay_ns,after_delay_ns,delay_delta_ns,before_area,after_area,area_delta,before_power_uW,after_power_uW,power_delta_uW,termination,elapsed_seconds
20,rejected,False,G95,NAND3_X1,NAND3_X2,no candidate improves WNS or tied-WNS TNS,1.5743406610517092,1.5743406610517092,0.0,-0.09535949999999982,-0.09535949999999982,0.0,-1.0969714999999984,-1.0969714999999984,0.0,1.8020204999999998,1.8020204999999998,0.0,387.3000000000002,387.3000000000002,0.0,26.78901000000001,26.78901000000001,0.0,,
21,rejected,False,G55,AND3_X1,AND3_X2,no candidate improves WNS or tied-WNS TNS,1.5743406610517092,1.5743406610517092,0.0,-0.09535949999999982,-0.09535949999999982,0.0,-1.0969714999999984,-1.0969714999999984,0.0,1.8020204999999998,1.8020204999999998,0.0,387.3000000000002,387.3000000000002,0.0,26.78901000000001,26.78901000000001,0.0,,
22,rejected,False,G90,NOR2_X1,NOR2_X2,no candidate improves WNS or tied-WNS TNS,1.5743406610517092,1.5743406610517092,0.0,-0.09535949999999982,-0.09535949999999982,0.0,-1.0969714999999984,-1.0969714999999984,0.0,1.8020204999999998,1.8020204999999998,0.0,387.3000000000002,387.3000000000002,0.0,26.78901000000001,26.78901000000001,0.0,,
23,timing_repair,True,G98,OR3_X1,OR3_X2,,1.5743406610517092,1.5785246501706443,-0.0041839891189350276,-0.09535949999999982,-0.09535649999999984,2.9999999999752447e-06,-1.0969714999999984,-0.9731329999999982,0.12383850000000018,1.8020204999999998,1.8020204999999998,0.0,387.3000000000002,391.1000000000002,3.8000000000000114,26.78901000000001,27.066000000000013,0.2769900000000014,,
24,rejected,False,G36,XOR2_X1,XOR2_X2,no candidate improves WNS or tied-WNS TNS,1.5785246501706443,1.5785246501706443,0.0,-0.09535649999999984,-0.09535649999999984,0.0,-0.9731329999999982,-0.9731329999999982,0.0,1.8020204999999998,1.8020204999999998,0.0,391.1000000000002,391.1000000000002,0.0,27.066000000000013,27.066000000000013,0.0,,
25,timing_repair,True,G68,AND2_X1,AND2_X2,,1.5785246501706443,1.5814158361584418,-0.0028911859877975843,-0.09535649999999984,-0.09535649999999984,0.0,-0.9731329999999982,-0.8956269999999984,0.07750599999999985,1.8020204999999998,1.8020204999999998,0.0,391.1000000000002,393.90000000000015,2.7999999999999545,27.066000000000013,27.24466000000001,0.17865999999999715,,
26,rejected,False,G34,XOR2_X1,XOR2_X2,no candidate improves WNS or tied-WNS TNS,1.5814158361584418,1.5814158361584418,0.0,-0.09535649999999984,-0.09535649999999984,0.0,-0.8956269999999984,-0.8956269999999984,0.0,1.8020204999999998,1.8020204999999998,0.0,393.90000000000015,393.90000000000015,0.0,27.24466000000001,27.24466000000001,0.0,,
27,rejected,False,G116,NOR2_X1,NOR2_X2,no candidate improves WNS or tied-WNS TNS,1.5814158361584418,1.5814158361584418,0.0,-0.09535649999999984,-0.09535649999999984,0.0,-0.8956269999999984,-0.8956269999999984,0.0,1.8020204999999998,1.8020204999999998,0.0,393.90000000000015,393.90000000000015,0.0,27.24466000000001,27.24466000000001,0.0,,
28,rejected,False,G55,AND3_X1,AND3_X2,no candidate improves WNS or tied-WNS TNS,1.5814158361584418,1.5814158361584418,0.0,-0.09535649999999984,-0.09535649999999984,0.0,-0.8956269999999984,-0.8956269999999984,0.0,1.8020204999999998,1.8020204999999998,0.0,393.90000000000015,393.90000000000015,0.0,27.24466000000001,27.24466000000001,0.0,,
29,rejected,False,G111,NAND3_X1,NAND3_X2,no candidate improves WNS or tied-WNS TNS,1.5814158361584418,1.5814158361584418,0.0,-0.09535649999999984,-0.09535649999999984,0.0,-0.8956269999999984,-0.8956269999999984,0.0,1.8020204999999998,1.8020204999999998,0.0,393.90000000000015,393.90000000000015,0.0,27.24466000000001,27.24466000000001,0.0,,
30,rejected,False,G114,OR3_X1,OR3_X2,no candidate improves WNS or tied-WNS TNS,1.5814158361584418,1.5814158361584418,0.0,-0.09535649999999984,-0.09535649999999984,0.0,-0.8956269999999984,-0.8956269999999984,0.0,1.8020204999999998,1.8020204999999998,0.0,393.90000000000015,393.90000000000015,0.0,27.24466000000001,27.24466000000001,0.0,,
31,rejected,False,G38,XNOR2_X2,XNOR2_X4,no candidate improves WNS or tied-WNS TNS,1.5814158361584418,1.5814158361584418,0.0,-0.09535649999999984,-0.09535649999999984,0.0,-0.8956269999999984,-0.8956269999999984,0.0,1.8020204999999998,1.8020204999999998,0.0,393.90000000000015,393.90000000000015,0.0,27.24466000000001,27.24466000000001,0.0,,
32,timing_repair,True,G58,NOR2_X1,NOR2_X2,,1.5814158361584418,1.58274516573594,-0.001329329577498095,-0.09535649999999984,-0.09502049999999973,0.000336000000000114,-0.8956269999999984,-0.7991334999999986,0.09649349999999979,1.8020204999999998,1.8020204999999998,0.0,393.90000000000015,395.90000000000015,2.0,27.24466000000001,27.38750000000001,0.14283999999999963,,
33,rejected,False,G117,XOR2_X1,XOR2_X2,no candidate improves WNS or tied-WNS TNS,1.58274516573594,1.58274516573594,0.0,-0.09502049999999973,-0.09502049999999973,0.0,-0.7991334999999986,-0.7991334999999986,0.0,1.8020204999999998,1.8020204999999998,0.0,395.90000000000015,395.90000000000015,0.0,27.38750000000001,27.38750000000001,0.0,,
34,rejected,False,G114,OR3_X1,OR3_X2,no candidate improves WNS or tied-WNS TNS,1.58274516573594,1.58274516573594,0.0,-0.09502049999999973,-0.09502049999999973,0.0,-0.7991334999999986,-0.7991334999999986,0.0,1.8020204999999998,1.8020204999999998,0.0,395.90000000000015,395.90000000000015,0.0,27.38750000000001,27.38750000000001,0.0,,
35,rejected,False,G45,NAND3_X1,NAND3_X2,no candidate improves WNS or tied-WNS TNS,1.58274516573594,1.58274516573594,0.0,-0.09502049999999973,-0.09502049999999973,0.0,-0.7991334999999986,-0.7991334999999986,0.0,1.8020204999999998,1.8020204999999998,0.0,395.90000000000015,395.90000000000015,0.0,27.38750000000001,27.38750000000001,0.0,,
36,rejected,False,G47,AND3_X1,AND3_X2,no candidate improves WNS or tied-WNS TNS,1.58274516573594,1.58274516573594,0.0,-0.09502049999999973,-0.09502049999999973,0.0,-0.7991334999999986,-0.7991334999999986,0.0,1.8020204999999998,1.8020204999999998,0.0,395.90000000000015,395.90000000000015,0.0,27.38750000000001,27.38750000000001,0.0,,
37,rejected,False,G110,XNOR2_X1,XNOR2_X2,no candidate improves WNS or tied-WNS TNS,1.58274516573594,1.58274516573594,0.0,-0.09502049999999973,-0.09502049999999973,0.0,-0.7991334999999986,-0.7991334999999986,0.0,1.8020204999999998,1.8020204999999998,0.0,395.90000000000015,395.90000000000015,0.0,27.38750000000001,27.38750000000001,0.0,,
38,rejected,False,G44,XNOR2_X1,XNOR2_X2,no candidate improves WNS or tied-WNS TNS,1.58274516573594,1.58274516573594,0.0,-0.09502049999999973,-0.09502049999999973,0.0,-0.7991334999999986,-0.7991334999999986,0.0,1.8020204999999998,1.8020204999999998,0.0,395.90000000000015,395.90000000000015,0.0,27.38750000000001,27.38750000000001,0.0,,
39,rejected,False,G42,AND2_X1,AND2_X2,no candidate improves WNS or tied-WNS TNS,1.58274516573594,1.58274516573594,0.0,-0.09502049999999973,-0.09502049999999973,0.0,-0.7991334999999986,-0.7991334999999986,0.0,1.8020204999999998,1.8020204999999998,0.0,395.90000000000015,395.90000000000015,0.0,27.38750000000001,27.38750000000001,0.0,,
40,rejected,False,G41,XOR2_X1,XOR2_X2,no candidate improves WNS or tied-WNS TNS,1.58274516573594,1.58274516573594,0.0,-0.09502049999999973,-0.09502049999999973,0.0,-0.7991334999999986,-0.7991334999999986,0.0,1.8020204999999998,1.8020204999999998,0.0,395.90000000000015,395.90000000000015,0.0,27.38750000000001,27.38750000000001,0.0,,
41,timing_repair,True,G48,OR3_X1,OR3_X2,,1.58274516573594,1.586936779308837,-0.0041916135728969905,-0.09502049999999973,-0.09502049999999973,0.0,-0.7991334999999986,-0.7552949999999987,0.04383849999999989,1.8020204999999998,1.8020204999999998,0.0,395.90000000000015,399.70000000000016,3.8000000000000114,27.38750000000001,27.664490000000008,0.27698999999999785,,
42,rejected,False,G38,XNOR2_X2,XNOR2_X4,no candidate improves WNS or tied-WNS TNS,1.586936779308837,1.586936779308837,0.0,-0.09502049999999973,-0.09502049999999973,0.0,-0.7552949999999987,-0.7552949999999987,0.0,1.8020204999999998,1.8020204999999998,0.0,399.70000000000016,399.70000000000016,0.0,27.664490000000008,27.664490000000008,0.0,,
43,rejected,False,G23,XNOR2_X1,XNOR2_X2,no candidate improves WNS or tied-WNS TNS,1.586936779308837,1.586936779308837,0.0,-0.09502049999999973,-0.09502049999999973,0.0,-0.7552949999999987,-0.7552949999999987,0.0,1.8020204999999998,1.8020204999999998,0.0,399.70000000000016,399.70000000000016,0.0,27.664490000000008,27.664490000000008,0.0,,
44,timing_repair,True,G118,AND2_X1,AND2_X2,,1.586936779308837,1.5294227204855841,0.05751405882325278,-0.09502049999999973,-0.07452099999999984,0.020499499999999893,-0.7552949999999987,-0.6052889999999989,0.15000599999999986,1.8020204999999998,1.7856794999999999,-0.01634099999999994,399.70000000000016,402.50000000000017,2.8000000000000114,27.664490000000008,27.84315000000001,0.1786600000000007,,
45,rejected,False,G48,OR3_X2,OR3_X4,no candidate improves WNS or tied-WNS TNS,1.5294227204855841,1.5294227204855841,0.0,-0.07452099999999984,-0.07452099999999984,0.0,-0.6052889999999989,-0.6052889999999989,0.0,1.7856794999999999,1.7856794999999999,0.0,402.50000000000017,402.50000000000017,0.0,27.84315000000001,27.84315000000001,0.0,,
46,rejected,False,G42,AND2_X1,AND2_X2,no candidate improves WNS or tied-WNS TNS,1.5294227204855841,1.5294227204855841,0.0,-0.07452099999999984,-0.07452099999999984,0.0,-0.6052889999999989,-0.6052889999999989,0.0,1.7856794999999999,1.7856794999999999,0.0,402.50000000000017,402.50000000000017,0.0,27.84315000000001,27.84315000000001,0.0,,
47,rejected,False,G23,XNOR2_X1,XNOR2_X2,no candidate improves WNS or tied-WNS TNS,1.5294227204855841,1.5294227204855841,0.0,-0.07452099999999984,-0.07452099999999984,0.0,-0.6052889999999989,-0.6052889999999989,0.0,1.7856794999999999,1.7856794999999999,0.0,402.50000000000017,402.50000000000017,0.0,27.84315000000001,27.84315000000001,0.0,,
48,rejected,False,G34,XOR2_X1,XOR2_X2,no candidate improves WNS or tied-WNS TNS,1.5294227204855841,1.5294227204855841,0.0,-0.07452099999999984,-0.07452099999999984,0.0,-0.6052889999999989,-0.6052889999999989,0.0,1.7856794999999999,1.7856794999999999,0.0,402.50000000000017,402.50000000000017,0.0,27.84315000000001,27.84315000000001,0.0,,
49,rejected,False,G43,OR2_X1,OR2_X2,no candidate improves WNS or tied-WNS TNS,1.5294227204855841,1.5294227204855841,0.0,-0.07452099999999984,-0.07452099999999984,0.0,-0.6052889999999989,-0.6052889999999989,0.0,1.7856794999999999,1.7856794999999999,0.0,402.50000000000017,402.50000000000017,0.0,27.84315000000001,27.84315000000001,0.0,,
50,rejected,False,G30,XOR2_X1,XOR2_X2,no candidate improves WNS or tied-WNS TNS,1.5294227204855841,1.5294227204855841,0.0,-0.07452099999999984,-0.07452099999999984,0.0,-0.6052889999999989,-0.6052889999999989,0.0,1.7856794999999999,1.7856794999999999,0.0,402.50000000000017,402.50000000000017,0.0,27.84315000000001,27.84315000000001,0.0,,
51,rejected,False,G46,NOR3_X1,NOR3_X2,no candidate improves WNS or tied-WNS TNS,1.5294227204855841,1.5294227204855841,0.0,-0.07452099999999984,-0.07452099999999984,0.0,-0.6052889999999989,-0.6052889999999989,0.0,1.7856794999999999,1.7856794999999999,0.0,402.50000000000017,402.50000000000017,0.0,27.84315000000001,27.84315000000001,0.0,,
52,rejected,False,G44,XNOR2_X1,XNOR2_X2,no candidate improves WNS or tied-WNS TNS,1.5294227204855841,1.5294227204855841,0.0,-0.07452099999999984,-0.07452099999999984,0.0,-0.6052889999999989,-0.6052889999999989,0.0,1.7856794999999999,1.7856794999999999,0.0,402.50000000000017,402.50000000000017,0.0,27.84315000000001,27.84315000000001,0.0,,
53,rejected,False,G38,XNOR2_X2,XNOR2_X4,no candidate improves WNS or tied-WNS TNS,1.5294227204855841,1.5294227204855841,0.0,-0.07452099999999984,-0.07452099999999984,0.0,-0.6052889999999989,-0.6052889999999989,0.0,1.7856794999999999,1.7856794999999999,0.0,402.50000000000017,402.50000000000017,0.0,27.84315000000001,27.84315000000001,0.0,,
54,rejected,False,G47,AND3_X1,AND3_X2,no candidate improves WNS or tied-WNS TNS,1.5294227204855841,1.5294227204855841,0.0,-0.07452099999999984,-0.07452099999999984,0.0,-0.6052889999999989,-0.6052889999999989,0.0,1.7856794999999999,1.7856794999999999,0.0,402.50000000000017,402.50000000000017,0.0,27.84315000000001,27.84315000000001,0.0,,
55,rejected,False,G40,NOR2_X1,NOR2_X2,no candidate improves WNS or tied-WNS TNS,1.5294227204855841,1.5294227204855841,0.0,-0.07452099999999984,-0.07452099999999984,0.0,-0.6052889999999989,-0.6052889999999989,0.0,1.7856794999999999,1.7856794999999999,0.0,402.50000000000017,402.50000000000017,0.0,27.84315000000001,27.84315000000001,0.0,,
56,rejected,False,G36,XOR2_X1,XOR2_X2,no candidate improves WNS or tied-WNS TNS,1.5294227204855841,1.5294227204855841,0.0,-0.07452099999999984,-0.07452099999999984,0.0,-0.6052889999999989,-0.6052889999999989,0.0,1.7856794999999999,1.7856794999999999,0.0,402.50000000000017,402.50000000000017,0.0,27.84315000000001,27.84315000000001,0.0,,
57,timing_repair,True,G39,NAND2_X1,NAND2_X2,,1.5294227204855841,1.5336394995105733,-0.004216779024989181,-0.07452099999999984,-0.07401774999999966,0.0005032500000001772,-0.6052889999999989,-0.6882614999999954,-0.08297249999999656,1.7856794999999999,1.7926777499999997,0.006998249999999873,402.50000000000017,404.3000000000002,1.8000000000000114,27.84315000000001,27.96831000000001,0.12516000000000105,,
58,rejected,False,G52,XNOR2_X1,XNOR2_X2,no candidate improves WNS or tied-WNS TNS,1.5336394995105733,1.5336394995105733,0.0,-0.07401774999999966,-0.07401774999999966,0.0,-0.6882614999999954,-0.6882614999999954,0.0,1.7926777499999997,1.7926777499999997,0.0,404.3000000000002,404.3000000000002,0.0,27.96831000000001,27.96831000000001,0.0,,
59,rejected,False,G41,XOR2_X1,XOR2_X2,no candidate improves WNS or tied-WNS TNS,1.5336394995105733,1.5336394995105733,0.0,-0.07401774999999966,-0.07401774999999966,0.0,-0.6882614999999954,-0.6882614999999954,0.0,1.7926777499999997,1.7926777499999997,0.0,404.3000000000002,404.3000000000002,0.0,27.96831000000001,27.96831000000001,0.0,,
60,rejected,False,G42,AND2_X1,AND2_X2,no candidate improves WNS or tied-WNS TNS,1.5336394995105733,1.5336394995105733,0.0,-0.07401774999999966,-0.07401774999999966,0.0,-0.6882614999999954,-0.6882614999999954,0.0,1.7926777499999997,1.7926777499999997,0.0,404.3000000000002,404.3000000000002,0.0,27.96831000000001,27.96831000000001,0.0,,
61,rejected,False,G38,XNOR2_X2,XNOR2_X4,no candidate improves WNS or tied-WNS TNS,1.5336394995105733,1.5336394995105733,0.0,-0.07401774999999966,-0.07401774999999966,0.0,-0.6882614999999954,-0.6882614999999954,0.0,1.7926777499999997,1.7926777499999997,0.0,404.3000000000002,404.3000000000002,0.0,27.96831000000001,27.96831000000001,0.0,,
62,rejected,False,G55,AND3_X1,AND3_X2,no candidate improves WNS or tied-WNS TNS,1.5336394995105733,1.5336394995105733,0.0,-0.07401774999999966,-0.07401774999999966,0.0,-0.6882614999999954,-0.6882614999999954,0.0,1.7926777499999997,1.7926777499999997,0.0,404.3000000000002,404.3000000000002,0.0,27.96831000000001,27.96831000000001,0.0,,
63,rejected,False,G51,OR2_X1,OR2_X2,no candidate improves WNS or tied-WNS TNS,1.5336394995105733,1.5336394995105733,0.0,-0.07401774999999966,-0.07401774999999966,0.0,-0.6882614999999954,-0.6882614999999954,0.0,1.7926777499999997,1.7926777499999997,0.0,404.3000000000002,404.3000000000002,0.0,27.96831000000001,27.96831000000001,0.0,,
64,rejected,False,G34,XOR2_X1,XOR2_X2,no candidate improves WNS or tied-WNS TNS,1.5336394995105733,1.5336394995105733,0.0,-0.07401774999999966,-0.07401774999999966,0.0,-0.6882614999999954,-0.6882614999999954,0.0,1.7926777499999997,1.7926777499999997,0.0,404.3000000000002,404.3000000000002,0.0,27.96831000000001,27.96831000000001,0.0,,
65,rejected,False,G36,XOR2_X1,XOR2_X2,no candidate improves WNS or tied-WNS TNS,1.5336394995105733,1.5336394995105733,0.0,-0.07401774999999966,-0.07401774999999966,0.0,-0.6882614999999954,-0.6882614999999954,0.0,1.7926777499999997,1.7926777499999997,0.0,404.3000000000002,404.3000000000002,0.0,27.96831000000001,27.96831000000001,0.0,,
66,rejected,False,G49,XOR2_X1,XOR2_X2,no candidate improves WNS or tied-WNS TNS,1.5336394995105733,1.5336394995105733,0.0,-0.07401774999999966,-0.07401774999999966,0.0,-0.6882614999999954,-0.6882614999999954,0.0,1.7926777499999997,1.7926777499999997,0.0,404.3000000000002,404.3000000000002,0.0,27.96831000000001,27.96831000000001,0.0,,
67,rejected,False,G58,NOR2_X2,NOR2_X4,no candidate improves WNS or tied-WNS TNS,1.5336394995105733,1.5336394995105733,0.0,-0.07401774999999966,-0.07401774999999966,0.0,-0.6882614999999954,-0.6882614999999954,0.0,1.7926777499999997,1.7926777499999997,0.0,404.3000000000002,404.3000000000002,0.0,27.96831000000001,27.96831000000001,0.0,,
68,rejected,False,G30,XOR2_X1,XOR2_X2,no candidate improves WNS or tied-WNS TNS,1.5336394995105733,1.5336394995105733,0.0,-0.07401774999999966,-0.07401774999999966,0.0,-0.6882614999999954,-0.6882614999999954,0.0,1.7926777499999997,1.7926777499999997,0.0,404.3000000000002,404.3000000000002,0.0,27.96831000000001,27.96831000000001,0.0,,
69,rejected,False,G44,XNOR2_X1,XNOR2_X2,no candidate improves WNS or tied-WNS TNS,1.5336394995105733,1.5336394995105733,0.0,-0.07401774999999966,-0.07401774999999966,0.0,-0.6882614999999954,-0.6882614999999954,0.0,1.7926777499999997,1.7926777499999997,0.0,404.3000000000002,404.3000000000002,0.0,27.96831000000001,27.96831000000001,0.0,,
70,rejected,False,G50,AND2_X1,AND2_X2,no candidate improves WNS or tied-WNS TNS,1.5336394995105733,1.5336394995105733,0.0,-0.07401774999999966,-0.07401774999999966,0.0,-0.6882614999999954,-0.6882614999999954,0.0,1.7926777499999997,1.7926777499999997,0.0,404.3000000000002,404.3000000000002,0.0,27.96831000000001,27.96831000000001,0.0,,
71,rejected,False,G45,NAND3_X1,NAND3_X2,no candidate improves WNS or tied-WNS TNS,1.5336394995105733,1.5336394995105733,0.0,-0.07401774999999966,-0.07401774999999966,0.0,-0.6882614999999954,-0.6882614999999954,0.0,1.7926777499999997,1.7926777499999997,0.0,404.3000000000002,404.3000000000002,0.0,27.96831000000001,27.96831000000001,0.0,,
72,rejected,False,G39,NAND2_X2,NAND2_X4,no candidate improves WNS or tied-WNS TNS,1.5336394995105733,1.5336394995105733,0.0,-0.07401774999999966,-0.07401774999999966,0.0,-0.6882614999999954,-0.6882614999999954,0.0,1.7926777499999997,1.7926777499999997,0.0,404.3000000000002,404.3000000000002,0.0,27.96831000000001,27.96831000000001,0.0,,
73,rejected,False,G56,OR3_X1,OR3_X2,no candidate improves WNS or tied-WNS TNS,1.5336394995105733,1.5336394995105733,0.0,-0.07401774999999966,-0.07401774999999966,0.0,-0.6882614999999954,-0.6882614999999954,0.0,1.7926777499999997,1.7926777499999997,0.0,404.3000000000002,404.3000000000002,0.0,27.96831000000001,27.96831000000001,0.0,,
74,rejected,False,G48,OR3_X2,OR3_X4,no candidate improves WNS or tied-WNS TNS,1.5336394995105733,1.5336394995105733,0.0,-0.07401774999999966,-0.07401774999999966,0.0,-0.6882614999999954,-0.6882614999999954,0.0,1.7926777499999997,1.7926777499999997,0.0,404.3000000000002,404.3000000000002,0.0,27.96831000000001,27.96831000000001,0.0,,
