method,role,heuristic,random_seed,maximum_iterations,total_iterations,accepted_iterations,sta_calls,elapsed_seconds,termination,timing_met,wns_ns,tns_ns,circuit_delay_ns,area,power_uW,cost
slack_weighted_capacitance,logical_effort_guided,slack_weighted_capacitance,,100,1,0,2,0.0011632009991444647,no_timing_improvement,False,-0.006997000000000003,-0.006997000000000003,0.161997,5.6,0.38783000000000006,1.6159607893973345
random_greedy,greedy_baseline,random_greedy,0,100,2,0,2,0.0007491700234822929,no_feasible_change,False,-0.006997000000000003,-0.006997000000000003,0.161997,5.6,0.38783000000000006,1.6159607893973345
